participant_id	age	sex
sub-S01	n/a	n/a
sub-S02	n/a	n/a
sub-S03	n/a	n/a
sub-S04	n/a	n/a
sub-S05	n/a	n/a
sub-S06	n/a	n/a
sub-S07	n/a	n/a
sub-S08	n/a	n/a
